MESS_DATUM,WINDGESCHWINDIGKEIT,SONNENSCHEINDAUER,NIEDERSCHLAGSHOEHE,LUFTDRUCK_NN,LUFTTEMPERATUR,LUFTFEUCHTIGKEIT,NORD,SUED,RAD_GESAMT
2015-08-20 05:00:00,860.0,0.0,0,10237.0,15.0,63.0,9.0,17.0,26.0
2015-08-20 10:00:00,480.0,45.0,0,10244.0,24.0,30.0,506.0,607.0,1113.0
2015-08-20 19:00:00,420.0,0.0,0,10246.0,23.0,28.0,656.0,662.0,1318.0
2015-08-21 00:00:00,920.0,0.0,0,10255.0,19.0,41.0,176.0,168.0,344.0
2015-08-21 03:00:00,800.0,0.0,0,10255.0,17.0,49.0,54.0,28.0,82.0
2015-08-21 13:00:00,470.0,57.0,0,10250.0,27.0,23.0,273.0,207.0,480.0
2015-08-21 21:00:00,890.0,0.0,0,10246.0,21.0,37.0,282.0,391.0,673.0
2015-08-23 22:00:00,1550.0,0.0,0,10105.0,20.0,55.0,127.0,134.0,261.0
2015-08-24 01:00:00,1410.0,0.0,0,10089.0,18.0,63.0,58.0,56.0,114.0
2015-08-24 07:00:00,1320.0,0.0,"0,37",10087.0,17.0,91.0,43.0,94.0,137.0
2015-08-25 00:00:00,1240.0,0.0,0,10073.0,21.0,80.0,110.0,111.0,221.0
2015-08-25 05:00:00,1380.0,0.0,0,10097.0,17.0,93.0,7.0,3.0,10.0
2015-08-25 14:00:00,1210.0,32.0,0,10141.0,21.0,54.0,217.0,231.0,448.0
2015-08-26 06:00:00,1070.0,0.0,0,10172.0,16.0,70.0,16.0,44.0,60.0
2015-08-26 22:00:00,1290.0,0.0,0,10137.0,21.0,55.0,223.0,225.0,448.0
2015-08-27 01:00:00,1440.0,0.0,0,10126.0,19.0,56.0,133.0,118.0,251.0
2015-08-27 15:00:00,260.0,0.0,0,10108.0,25.0,49.0,306.0,291.0,597.0
2015-08-27 16:00:00,80.0,0.0,0,10103.0,25.0,49.0,366.0,340.0,706.0
2015-08-27 23:00:00,780.0,0.0,0,10110.0,18.0,83.0,146.0,226.0,372.0
2015-08-28 12:00:00,380.0,3.0,0,10183.0,18.0,66.0,204.0,202.0,406.0
2015-08-28 14:00:00,540.0,46.0,0,10188.0,20.0,55.0,276.0,242.0,518.0
2015-08-28 19:00:00,340.0,0.0,0,10204.0,18.0,66.0,479.0,505.0,984.0
2015-08-29 10:00:00,170.0,39.0,0,10252.0,22.0,48.0,135.0,117.0,252.0
2015-08-29 22:00:00,270.0,0.0,0,10226.0,19.0,62.0,178.0,148.0,326.0
2015-08-30 08:00:00,330.0,15.0,0,10205.0,22.0,54.0,34.0,27.0,61.0
2015-08-31 00:00:00,1160.0,0.0,0,10157.0,22.0,74.0,87.0,79.0,166.0
2015-08-31 03:00:00,990.0,0.0,0,10145.0,21.0,76.0,22.0,20.0,42.0
2015-08-31 11:00:00,390.0,60.0,0,10122.0,33.0,43.0,236.0,266.0,502.0
2015-08-31 23:00:00,720.0,0.0,0,10069.0,27.0,61.0,186.0,185.0,371.0
2015-09-01 00:00:00,1050.0,0.0,0,10069.0,27.0,62.0,119.0,120.0,239.0
2015-09-01 01:00:00,900.0,0.0,0,10061.0,25.0,67.0,72.0,83.0,155.0
2015-09-01 17:00:00,1350.0,0.0,"0,85",10084.0,19.0,88.0,542.0,366.0,908.0
2015-09-01 20:00:00,1270.0,0.0,0,10109.0,17.0,85.0,332.0,351.0,683.0
2015-09-01 21:00:00,1190.0,0.0,0,10116.0,17.0,85.0,206.0,233.0,439.0
2015-09-02 00:00:00,1200.0,0.0,0,10133.0,16.0,79.0,77.0,85.0,162.0
2015-09-02 14:00:00,690.0,52.0,0,10155.0,20.0,41.0,226.0,284.0,510.0
2015-09-02 18:00:00,650.0,0.0,0,10156.0,19.0,44.0,641.0,505.0,1146.0
2015-09-03 08:00:00,1020.0,0.0,0,10144.0,17.0,63.0,192.0,289.0,481.0
2015-09-03 11:00:00,520.0,0.0,0,10140.0,17.0,73.0,214.0,217.0,431.0
2015-09-03 15:00:00,360.0,12.0,0,10130.0,19.0,59.0,292.0,228.0,520.0
2015-09-04 20:00:00,1190.0,0.0,0,10121.0,16.0,55.0,374.0,412.0,786.0
2015-09-05 15:00:00,1660.0,9.0,0,10083.0,15.0,70.0,170.0,210.0,380.0
2015-09-06 07:00:00,1560.0,0.0,"0,13",10086.0,12.0,82.0,17.0,15.0,32.0
2015-09-06 09:00:00,1960.0,0.0,"0,43",10086.0,12.0,88.0,26.0,17.0,43.0
2015-09-06 10:00:00,1940.0,0.0,"0,33",10093.0,13.0,87.0,30.0,18.0,48.0
2015-09-06 20:00:00,1910.0,0.0,0,10159.0,14.0,76.0,106.0,109.0,215.0
2015-09-06 22:00:00,1680.0,0.0,0,10169.0,13.0,79.0,60.0,62.0,122.0
2015-09-07 07:00:00,1050.0,0.0,0,10185.0,11.0,86.0,42.0,86.0,128.0
2015-09-07 16:00:00,910.0,58.0,0,10209.0,18.0,33.0,387.0,257.0,644.0
2015-09-08 01:00:00,980.0,0.0,0,10228.0,11.0,73.0,43.0,55.0,98.0
2015-09-08 04:00:00,1120.0,0.0,0,10225.0,10.0,77.0,7.0,12.0,19.0
2015-09-08 05:00:00,1060.0,0.0,0,10228.0,10.0,77.0,10.0,13.0,23.0
2015-09-08 18:00:00,900.0,0.0,0,10214.0,17.0,58.0,624.0,414.0,1038.0
2015-09-08 23:00:00,1020.0,0.0,0,10234.0,12.0,70.0,145.0,148.0,293.0
2015-09-09 09:00:00,540.0,26.0,0,10258.0,16.0,61.0,452.0,733.0,1185.0
2015-09-09 15:00:00,720.0,3.0,0,10252.0,17.0,56.0,286.0,288.0,574.0
2015-09-09 16:00:00,680.0,0.0,0,10251.0,17.0,55.0,355.0,309.0,664.0
2015-09-10 00:00:00,970.0,0.0,0,10259.0,12.0,77.0,116.0,129.0,245.0
2015-09-10 01:00:00,940.0,0.0,0,10257.0,12.0,81.0,79.0,62.0,141.0
2015-09-10 08:00:00,770.0,17.0,0,10265.0,14.0,76.0,173.0,281.0,454.0
2015-09-10 10:00:00,610.0,56.0,0,10262.0,18.0,54.0,490.0,586.0,1076.0
2015-09-12 23:00:00,1300.0,0.0,0,10163.0,17.0,69.0,117.0,134.0,251.0
2015-09-13 02:00:00,1230.0,0.0,0,10157.0,16.0,72.0,126.0,103.0,229.0
2015-09-13 14:00:00,600.0,16.0,0,10117.0,24.0,53.0,157.0,206.0,363.0
2015-09-13 17:00:00,1020.0,8.0,0,10098.0,23.0,59.0,225.0,250.0,475.0
2015-09-13 18:00:00,1070.0,0.0,0,10099.0,22.0,63.0,220.0,221.0,441.0
2015-09-15 01:00:00,1710.0,0.0,0,10069.0,14.0,81.0,41.0,53.0,94.0
2015-09-15 17:00:00,640.0,0.0,"0,04",10072.0,18.0,71.0,401.0,314.0,715.0
2015-09-16 20:00:00,1520.0,0.0,0,9994.0,19.0,77.0,411.0,393.0,804.0
2015-09-17 17:00:00,860.0,0.0,0,10039.0,19.0,72.0,457.0,344.0,801.0
2015-09-17 19:00:00,1580.0,0.0,"1,61",10044.0,16.0,85.0,579.0,511.0,1090.0
2015-09-18 03:00:00,1500.0,0.0,0,10117.0,14.0,79.0,25.0,13.0,38.0
2015-09-18 10:00:00,650.0,51.0,0,10160.0,18.0,57.0,437.0,485.0,922.0
2015-09-18 14:00:00,610.0,27.0,0,10164.0,20.0,47.0,332.0,292.0,624.0
2015-09-19 01:00:00,1020.0,0.0,0,10190.0,14.0,80.0,117.0,126.0,243.0
2015-09-20 01:00:00,830.0,0.0,0,10205.0,13.0,87.0,71.0,60.0,131.0
2015-09-20 04:00:00,730.0,0.0,0,10202.0,12.0,88.0,39.0,24.0,63.0
2015-09-20 21:00:00,1440.0,0.0,0,10182.0,12.0,83.0,88.0,95.0,183.0
2015-09-21 05:00:00,1250.0,0.0,0,10170.0,10.0,92.0,11.0,8.0,19.0
2015-09-21 12:00:00,630.0,37.0,0,10156.0,16.0,54.0,203.0,183.0,386.0
2015-09-21 14:00:00,510.0,3.0,0,10146.0,17.0,49.0,214.0,215.0,429.0
2015-09-22 05:00:00,1570.0,0.0,0,10082.0,12.0,82.0,8.0,13.0,21.0
2015-09-22 10:00:00,940.0,9.0,0,10062.0,18.0,52.0,476.0,545.0,1021.0
2015-09-22 13:00:00,750.0,0.0,0,10044.0,20.0,41.0,245.0,166.0,411.0
2015-09-23 16:00:00,480.0,0.0,0,10112.0,16.0,62.0,372.0,328.0,700.0
2015-09-24 10:00:00,370.0,27.0,0,10186.0,16.0,64.0,475.0,595.0,1070.0
2015-09-24 15:00:00,730.0,44.0,0,10183.0,19.0,52.0,315.0,312.0,627.0
2015-09-25 02:00:00,650.0,0.0,0,10192.0,11.0,84.0,55.0,40.0,95.0
2015-09-25 07:00:00,800.0,0.0,0,10198.0,13.0,76.0,51.0,78.0,129.0
2015-09-25 15:00:00,570.0,43.0,0,10204.0,18.0,48.0,352.0,285.0,637.0
2015-09-25 20:00:00,610.0,0.0,0,10222.0,15.0,62.0,373.0,520.0,893.0
2015-09-26 15:00:00,560.0,34.0,0,10255.0,17.0,50.0,258.0,252.0,510.0
2015-09-26 21:00:00,840.0,0.0,0,10283.0,12.0,73.0,149.0,202.0,351.0
2015-09-26 23:00:00,780.0,0.0,0,10285.0,11.0,77.0,84.0,112.0,196.0
2015-09-27 04:00:00,800.0,0.0,0,10293.0,9.0,85.0,43.0,32.0,75.0
2015-09-27 08:00:00,700.0,2.0,0,10313.0,12.0,77.0,34.0,21.0,55.0
2015-09-27 21:00:00,580.0,0.0,0,10342.0,12.0,69.0,119.0,116.0,235.0
2015-09-28 13:00:00,490.0,49.0,0,10360.0,19.0,45.0,218.0,231.0,449.0
2015-09-29 04:00:00,1250.0,0.0,0,10382.0,8.0,91.0,14.0,4.0,18.0
2015-09-30 06:00:00,540.0,0.0,0,10377.0,8.0,90.0,16.0,37.0,53.0
2015-09-30 13:00:00,590.0,39.0,0,10364.0,17.0,43.0,250.0,248.0,498.0
2015-09-30 14:00:00,560.0,29.0,0,10360.0,16.0,46.0,289.0,243.0,532.0
2015-09-30 18:00:00,590.0,0.0,0,10356.0,14.0,55.0,550.0,436.0,986.0
2015-10-01 03:00:00,360.0,0.0,0,10350.0,8.0,74.0,21.0,26.0,47.0
2015-10-01 07:00:00,370.0,1.0,0,10344.0,9.0,70.0,46.0,79.0,125.0
2015-10-01 16:00:00,180.0,4.0,0,10310.0,16.0,37.0,399.0,297.0,696.0
2015-10-02 11:00:00,240.0,60.0,0,10278.0,17.0,38.0,245.0,261.0,506.0
2015-10-02 13:00:00,190.0,60.0,0,10261.0,19.0,33.0,253.0,228.0,481.0
2015-10-02 21:00:00,350.0,0.0,0,10234.0,12.0,59.0,229.0,253.0,482.0
2015-10-03 03:00:00,590.0,0.0,0,10206.0,10.0,64.0,50.0,55.0,105.0
2015-10-03 19:00:00,670.0,0.0,0,10138.0,17.0,57.0,276.0,259.0,535.0
2015-10-04 12:00:00,480.0,60.0,0,10151.0,20.0,50.0,134.0,101.0,235.0
2015-10-04 17:00:00,730.0,0.0,0,10154.0,18.0,55.0,243.0,262.0,505.0
2015-10-05 08:00:00,170.0,0.0,0,10174.0,13.0,80.0,168.0,286.0,454.0
2015-10-05 17:00:00,600.0,0.0,0,10151.0,17.0,66.0,476.0,376.0,852.0
2015-10-05 18:00:00,810.0,0.0,0,10151.0,16.0,69.0,561.0,443.0,1004.0
2015-10-06 03:00:00,1530.0,0.0,0,10120.0,12.0,84.0,19.0,18.0,37.0
2015-10-06 07:00:00,1380.0,0.0,0,10111.0,12.0,82.0,52.0,105.0,157.0
2015-10-06 13:00:00,1310.0,0.0,"0,04",10092.0,17.0,67.0,189.0,214.0,403.0
2015-10-06 19:00:00,1560.0,0.0,0,10097.0,16.0,68.0,678.0,541.0,1219.0
2015-10-07 03:00:00,1730.0,0.0,0,10105.0,13.0,84.0,13.0,24.0,37.0
2015-10-07 05:00:00,1670.0,0.0,0,10107.0,13.0,85.0,5.0,14.0,19.0
2015-10-07 12:00:00,1090.0,0.0,0,10136.0,14.0,83.0,170.0,156.0,326.0
2015-10-07 17:00:00,1070.0,0.0,0,10148.0,14.0,71.0,374.0,277.0,651.0
2015-10-08 12:00:00,590.0,0.0,"0,26",10194.0,8.0,90.0,101.0,103.0,204.0
2015-10-08 14:00:00,400.0,0.0,"0,66",10196.0,8.0,91.0,99.0,105.0,204.0
2015-10-09 00:00:00,560.0,0.0,0,10212.0,9.0,90.0,44.0,52.0,96.0
2015-10-09 01:00:00,470.0,0.0,0,10211.0,9.0,90.0,39.0,26.0,65.0
2015-10-09 15:00:00,540.0,0.0,0,10226.0,12.0,54.0,266.0,210.0,476.0
2015-10-11 05:00:00,1700.0,0.0,0,10233.0,2.0,64.0,23.0,24.0,47.0
2015-10-11 06:00:00,1730.0,0.0,0,10236.0,2.0,65.0,9.0,8.0,17.0
2015-10-11 09:00:00,1140.0,4.0,0,10244.0,6.0,57.0,31.0,26.0,57.0
2015-10-12 03:00:00,1230.0,0.0,0,10231.0,2.0,70.0,6.0,10.0,16.0
2015-10-12 17:00:00,1050.0,0.0,0,10222.0,8.0,47.0,340.0,281.0,621.0
2015-10-13 04:00:00,750.0,0.0,0,10210.0,4.0,78.0,2.0,4.0,6.0
2015-10-13 07:00:00,610.0,0.0,0,10207.0,4.0,78.0,42.0,70.0,112.0
2015-10-13 17:00:00,490.0,0.0,0,10203.0,5.0,80.0,307.0,237.0,544.0
2015-10-14 03:00:00,850.0,0.0,0,10197.0,4.0,77.0,5.0,8.0,13.0
2015-10-14 04:00:00,950.0,0.0,0,10198.0,4.0,79.0,3.0,7.0,10.0
2015-10-14 05:00:00,960.0,0.0,0,10193.0,4.0,83.0,6.0,9.0,15.0
2015-10-14 19:00:00,1150.0,0.0,"0,19",10198.0,7.0,95.0,360.0,245.0,605.0
2015-10-14 20:00:00,1100.0,0.0,"0,1",10199.0,7.0,94.0,236.0,208.0,444.0
2015-10-15 08:00:00,1350.0,0.0,"0,1",10173.0,6.0,91.0,79.0,127.0,206.0
2015-10-15 17:00:00,1200.0,0.0,0,10156.0,7.0,93.0,187.0,147.0,334.0
2015-10-16 14:00:00,170.0,0.0,0,10166.0,9.0,89.0,142.0,94.0,236.0
2015-10-17 06:00:00,200.0,0.0,0,10172.0,8.0,94.0,15.0,15.0,30.0
2015-10-17 07:00:00,350.0,0.0,0,10176.0,8.0,93.0,15.0,14.0,29.0
2015-10-17 11:00:00,340.0,0.0,0,10183.0,9.0,86.0,91.0,47.0,138.0
2015-10-17 20:00:00,400.0,0.0,0,10192.0,9.0,83.0,147.0,159.0,306.0
2015-10-18 02:00:00,430.0,0.0,0,10189.0,8.0,87.0,51.0,57.0,108.0
2015-10-18 18:00:00,550.0,0.0,0,10187.0,10.0,72.0,135.0,141.0,276.0
2015-10-19 07:00:00,490.0,0.0,"0,65",10193.0,8.0,93.0,24.0,36.0,60.0
2015-10-19 14:00:00,230.0,0.0,0,10205.0,9.0,89.0,110.0,88.0,198.0
2015-10-20 04:00:00,300.0,0.0,"0,03",10199.0,9.0,98.0,2.0,7.0,9.0
2015-10-20 09:00:00,670.0,0.0,0,10200.0,10.0,89.0,206.0,288.0,494.0
2015-10-20 13:00:00,540.0,0.0,0,10192.0,11.0,87.0,142.0,115.0,257.0
2015-10-21 01:00:00,830.0,0.0,0,10202.0,9.0,89.0,37.0,41.0,78.0
2015-10-21 06:00:00,680.0,0.0,0,10191.0,9.0,92.0,9.0,27.0,36.0
2015-10-21 12:00:00,520.0,0.0,0,10189.0,11.0,78.0,129.0,139.0,268.0
2015-10-21 21:00:00,850.0,0.0,0,10174.0,10.0,85.0,156.0,190.0,346.0
2015-10-22 03:00:00,810.0,0.0,0,10148.0,8.0,89.0,14.0,10.0,24.0
2015-10-22 22:00:00,1490.0,0.0,0,10148.0,12.0,90.0,101.0,105.0,206.0
2015-10-23 00:00:00,1560.0,0.0,0,10160.0,12.0,86.0,65.0,90.0,155.0
2015-10-23 02:00:00,1420.0,0.0,0,10172.0,11.0,87.0,48.0,28.0,76.0
2015-10-23 21:00:00,830.0,0.0,0,10239.0,11.0,78.0,177.0,185.0,362.0
2015-10-24 14:00:00,530.0,55.0,0,10186.0,14.0,64.0,194.0,163.0,357.0
2015-10-25 04:00:00,1040.0,0.0,0,10186.0,9.0,87.0,23.0,9.0,32.0
2015-10-25 05:00:00,900.0,0.0,0,10187.0,9.0,87.0,13.0,9.0,22.0
2015-10-25 21:00:00,680.0,0.0,0,10271.0,10.0,87.0,68.0,70.0,138.0
2015-10-26 06:00:00,450.0,0.0,0,10268.0,6.0,93.0,10.0,18.0,28.0
2015-10-26 11:00:00,630.0,60.0,0,10266.0,12.0,68.0,178.0,192.0,370.0
2015-10-26 19:00:00,920.0,0.0,0,10249.0,9.0,80.0,567.0,394.0,961.0
2015-10-27 20:00:00,1210.0,0.0,0,10202.0,10.0,83.0,327.0,322.0,649.0
2015-10-28 03:00:00,1210.0,0.0,0,10177.0,7.0,91.0,14.0,12.0,26.0
2015-10-29 04:00:00,540.0,0.0,0,10152.0,5.0,84.0,11.0,9.0,20.0
2015-10-29 15:00:00,90.0,0.0,0,10201.0,8.0,83.0,221.0,175.0,396.0
2015-10-29 22:00:00,250.0,0.0,0,10246.0,6.0,96.0,122.0,144.0,266.0
2015-10-30 02:00:00,60.0,0.0,0,10262.0,6.0,97.0,36.0,37.0,73.0
2015-10-30 13:00:00,440.0,7.0,0,10303.0,10.0,80.0,193.0,159.0,352.0
2015-10-31 02:00:00,1080.0,0.0,0,10326.0,10.0,82.0,85.0,81.0,166.0
2015-10-31 05:00:00,1070.0,0.0,0,10324.0,9.0,86.0,29.0,19.0,48.0
2015-10-31 14:00:00,770.0,60.0,0,10315.0,16.0,55.0,235.0,173.0,408.0
2015-11-01 01:00:00,1200.0,0.0,0,10316.0,8.0,86.0,61.0,81.0,142.0
2015-11-01 13:00:00,610.0,60.0,0,10311.0,16.0,50.0,123.0,130.0,253.0
2015-11-01 14:00:00,440.0,58.0,0,10307.0,15.0,52.0,159.0,161.0,320.0
2015-11-01 18:00:00,370.0,0.0,0,10310.0,12.0,69.0,159.0,163.0,322.0
2015-11-01 21:00:00,630.0,0.0,0,10310.0,9.0,83.0,84.0,61.0,145.0
2015-11-02 11:00:00,240.0,60.0,0,10294.0,13.0,61.0,192.0,208.0,400.0
2015-11-03 02:00:00,630.0,0.0,0,10254.0,4.0,91.0,16.0,18.0,34.0
2015-11-03 20:00:00,490.0,0.0,0,10202.0,6.0,86.0,358.0,353.0,711.0
2015-11-04 04:00:00,420.0,0.0,0,10209.0,0.0,96.0,9.0,6.0,15.0
2015-11-04 05:00:00,340.0,0.0,0,10209.0,0.0,96.0,8.0,3.0,11.0
2015-11-04 06:00:00,500.0,0.0,0,10210.0,1.0,93.0,17.0,29.0,46.0
2015-11-05 07:00:00,270.0,0.0,0,10219.0,7.0,85.0,30.0,70.0,100.0
2015-11-05 12:00:00,420.0,13.0,0,10221.0,13.0,70.0,167.0,138.0,305.0
2015-11-06 12:00:00,1130.0,0.0,"0,07",10204.0,14.0,77.0,158.0,133.0,291.0
2015-11-06 20:00:00,1210.0,0.0,0,10209.0,14.0,86.0,243.0,255.0,498.0
2015-11-07 00:00:00,1070.0,0.0,0,10202.0,13.0,91.0,102.0,106.0,208.0
2015-11-07 02:00:00,860.0,0.0,0,10195.0,13.0,90.0,58.0,70.0,128.0
2015-11-07 03:00:00,1110.0,0.0,"0,04",10190.0,13.0,89.0,44.0,36.0,80.0
2015-11-07 18:00:00,980.0,0.0,0,10211.0,16.0,93.0,215.0,202.0,417.0
2015-11-08 08:00:00,1660.0,3.0,0,10257.0,14.0,72.0,20.0,12.0,32.0
2015-11-08 11:00:00,1060.0,59.0,0,10273.0,15.0,62.0,70.0,57.0,127.0
2015-11-09 08:00:00,1810.0,0.0,0,10158.0,15.0,87.0,117.0,188.0,305.0
2015-11-10 07:00:00,1760.0,0.0,0,10150.0,14.0,72.0,29.0,71.0,100.0
2015-11-10 08:00:00,1880.0,0.0,0,10153.0,14.0,77.0,144.0,202.0,346.0
2015-11-10 11:00:00,1870.0,0.0,0,10159.0,15.0,77.0,183.0,197.0,380.0
2015-11-10 12:00:00,1740.0,0.0,0,10159.0,15.0,80.0,143.0,140.0,283.0
2015-11-11 01:00:00,1510.0,0.0,0,10178.0,15.0,85.0,44.0,50.0,94.0
2015-11-11 18:00:00,1220.0,0.0,0,10213.0,14.0,76.0,385.0,282.0,667.0
2015-11-12 09:00:00,1400.0,0.0,0,10222.0,13.0,73.0,315.0,573.0,888.0
2015-11-12 20:00:00,880.0,0.0,0,10255.0,11.0,87.0,331.0,338.0,669.0
2015-11-12 21:00:00,830.0,0.0,0,10256.0,10.0,91.0,201.0,223.0,424.0
2015-11-13 01:00:00,780.0,0.0,0,10246.0,10.0,90.0,54.0,76.0,130.0
2015-11-13 08:00:00,1520.0,0.0,0,10202.0,12.0,74.0,136.0,208.0,344.0
2015-11-14 19:00:00,1650.0,0.0,0,10181.0,8.0,74.0,143.0,168.0,311.0
2015-11-15 13:00:00,2170.0,0.0,"1,59",10005.0,13.0,93.0,29.0,17.0,46.0
2015-11-15 23:00:00,200.0,0.0,"0,67",10098.0,9.0,97.0,12.0,21.0,33.0
2015-11-16 03:00:00,390.0,0.0,"0,9",10107.0,9.0,99.0,5.0,1.0,6.0
2015-11-16 07:00:00,1500.0,0.0,"0,32",10109.0,12.0,96.0,11.0,38.0,49.0
2015-11-16 10:00:00,1400.0,0.0,0,10123.0,12.0,86.0,316.0,379.0,695.0
2015-11-16 17:00:00,1340.0,0.0,0,10117.0,12.0,80.0,267.0,189.0,456.0
2015-11-17 09:00:00,1590.0,0.0,"0,03",10072.0,11.0,92.0,201.0,407.0,608.0
2015-11-18 03:00:00,2020.0,0.0,0,9982.0,14.0,79.0,5.0,14.0,19.0
2015-11-18 06:00:00,2200.0,0.0,0,9989.0,13.0,76.0,9.0,12.0,21.0
2015-11-19 05:00:00,1750.0,0.0,0,10049.0,11.0,79.0,11.0,7.0,18.0
2015-11-19 10:00:00,1930.0,23.0,0,10059.0,13.0,60.0,386.0,451.0,837.0
2015-11-19 22:00:00,1370.0,0.0,0,10048.0,11.0,71.0,116.0,149.0,265.0
2015-11-20 08:00:00,1310.0,0.0,0,10040.0,9.0,77.0,107.0,173.0,280.0
2015-11-20 17:00:00,1200.0,0.0,0,9977.0,8.0,71.0,306.0,230.0,536.0
2015-11-21 02:00:00,1160.0,0.0,"0,53",9951.0,6.0,83.0,45.0,52.0,97.0
2015-11-21 19:00:00,940.0,0.0,"0,04",9950.0,5.0,87.0,91.0,90.0,181.0
2015-11-22 00:00:00,980.0,0.0,0,9951.0,4.0,84.0,39.0,55.0,94.0
2015-11-22 07:00:00,840.0,0.0,0,9979.0,2.0,85.0,5.0,11.0,16.0
2015-11-22 16:00:00,840.0,0.0,"1,47",10041.0,0.0,97.0,86.0,86.0,172.0
2015-11-22 17:00:00,690.0,0.0,"0,03",10048.0,0.0,93.0,52.0,63.0,115.0
2015-11-22 20:00:00,590.0,0.0,"0,07",10071.0,0.0,89.0,34.0,54.0,88.0
2015-11-22 21:00:00,530.0,0.0,0,10082.0,0.0,91.0,34.0,24.0,58.0
2015-11-22 22:00:00,380.0,0.0,0,10091.0,0.0,93.0,21.0,31.0,52.0
2015-11-22 23:00:00,460.0,0.0,0,10099.0,0.0,94.0,27.0,22.0,49.0
2015-11-23 00:00:00,260.0,0.0,0,10106.0,0.0,91.0,24.0,22.0,46.0
2015-11-23 01:00:00,280.0,0.0,0,10109.0,0.0,93.0,15.0,13.0,28.0
2015-11-23 02:00:00,250.0,0.0,0,10115.0,0.0,93.0,1.0,6.0,7.0
2015-11-23 04:00:00,110.0,0.0,0,10131.0,0.0,93.0,4.0,5.0,9.0
2015-11-23 05:00:00,250.0,0.0,0,10141.0,0.0,89.0,1.0,2.0,3.0
2015-11-23 07:00:00,160.0,0.0,0,10156.0,0.0,88.0,22.0,47.0,69.0
2015-11-23 08:00:00,340.0,0.0,0,10167.0,0.0,91.0,91.0,130.0,221.0
2015-11-23 09:00:00,490.0,0.0,0,10180.0,0.0,87.0,243.0,434.0,677.0
2015-11-23 19:00:00,890.0,0.0,0,10232.0,2.0,82.0,365.0,258.0,623.0
2015-11-23 22:00:00,730.0,0.0,0,10238.0,0.0,85.0,86.0,95.0,181.0
2015-11-23 23:00:00,800.0,0.0,0,10242.0,0.0,88.0,51.0,58.0,109.0
2015-11-24 00:00:00,690.0,0.0,0,10238.0,0.0,89.0,27.0,45.0,72.0
2015-11-24 01:00:00,690.0,0.0,0,10237.0,0.0,89.0,25.0,33.0,58.0
2015-11-24 02:00:00,820.0,0.0,0,10235.0,0.0,84.0,8.0,13.0,21.0
2015-11-24 03:00:00,810.0,0.0,0,10231.0,0.0,83.0,19.0,6.0,25.0
2015-11-24 04:00:00,830.0,0.0,0,10230.0,0.0,83.0,0.0,2.0,2.0
2015-11-24 05:00:00,980.0,0.0,0,10227.0,0.0,83.0,3.0,3.0,6.0
2015-11-24 06:00:00,1070.0,0.0,0,10226.0,0.0,85.0,5.0,24.0,29.0
2015-11-24 07:00:00,1030.0,0.0,0,10225.0,0.0,85.0,19.0,63.0,82.0
2015-11-24 08:00:00,1120.0,0.0,0,10223.0,0.0,85.0,99.0,176.0,275.0
2015-11-24 16:00:00,1520.0,0.0,0,10168.0,3.0,76.0,210.0,203.0,413.0
2015-11-25 09:00:00,1060.0,0.0,0,10059.0,3.0,78.0,238.0,469.0,707.0
2015-11-25 12:00:00,650.0,0.0,0,10050.0,4.0,79.0,103.0,112.0,215.0
2015-11-26 15:00:00,360.0,0.0,0,10162.0,6.0,81.0,183.0,143.0,326.0
2015-11-26 22:00:00,410.0,0.0,0,10207.0,4.0,90.0,95.0,128.0,223.0
2015-11-27 04:00:00,480.0,0.0,0,10207.0,2.0,98.0,9.0,7.0,16.0
2015-11-27 09:00:00,600.0,0.0,0,10205.0,2.0,93.0,224.0,390.0,614.0
2015-11-27 15:00:00,800.0,0.0,0,10173.0,5.0,85.0,233.0,197.0,430.0
2015-11-27 22:00:00,1300.0,0.0,0,10135.0,0.0,93.0,99.0,108.0,207.0
2015-11-27 23:00:00,1310.0,0.0,0,10128.0,0.0,90.0,70.0,102.0,172.0
2015-11-28 00:00:00,1270.0,0.0,0,10118.0,0.0,90.0,55.0,103.0,158.0
2015-11-28 01:00:00,1320.0,0.0,0,10109.0,0.0,88.0,71.0,63.0,134.0
2015-11-28 02:00:00,1360.0,0.0,0,10104.0,0.0,87.0,39.0,54.0,93.0
2015-11-28 03:00:00,1270.0,0.0,0,10093.0,0.0,89.0,33.0,25.0,58.0
2015-11-28 04:00:00,1520.0,0.0,0,10080.0,0.0,87.0,19.0,22.0,41.0
2015-11-28 05:00:00,1580.0,0.0,0,10074.0,0.0,86.0,20.0,9.0,29.0
2015-11-28 06:00:00,1700.0,0.0,0,10066.0,-1.0,85.0,10.0,9.0,19.0
2015-11-28 08:00:00,1720.0,0.0,0,10065.0,0.0,85.0,19.0,9.0,28.0
2015-11-28 09:00:00,1450.0,0.0,0,10062.0,0.0,81.0,43.0,32.0,75.0
2015-11-28 10:00:00,1290.0,0.0,0,10063.0,0.0,83.0,55.0,49.0,104.0
2015-11-28 11:00:00,1450.0,0.0,"0,38",10061.0,1.0,93.0,72.0,48.0,120.0
2015-11-28 14:00:00,1740.0,0.0,"0,37",10082.0,3.0,93.0,52.0,57.0,109.0
2015-11-28 15:00:00,1850.0,0.0,"0,3",10092.0,4.0,92.0,60.0,46.0,106.0
2015-11-28 23:00:00,1850.0,0.0,0,10125.0,2.0,88.0,40.0,48.0,88.0
