INDEX;MESS_DATUM;LUFTTEMP_INT;LUFTTEMP_FLOAT;LUFTFEUCHTIGKEIT;
100788;2023112903;-33;-3,3;85;
100789;2023112902;-38;-3,8;88;
100790;2023112901;-33;-3,3;88;
100791;2023112900;-27;-2,7;85;
100792;2023112823;-28;-2,8;85;
100793;2023112822;-16;-1,6;82;
100794;2023112821;-12;-1,2;78;
100795;2023112820;-12;-1,2;82;
100796;2023112819;-41;-4,1;82;
100797;2023112818;-40;-4,0;79;
100798;2023112817;-35;-3,5;78;
100799;2023112816;-31;-3,1;74;
100800;2023112815;-21;-2,1;76;
100801;2023112814;-10;-1,0;77;
100802;2023112813;-13;-1,3;79;
100803;2023112812;-12;-1,2;79;
100804;2023112811;-13;-1,3;81;
100805;2023112810;-12;-1,2;82;
100806;2023112809;-13;-1,3;83;
100807;2023112808;-14;-1,4;82;
100808;2023112807;-10;-1,0;80;
100809;2023112806;-15;-1,5;80;
100810;2023112805;-13;-1,3;81;
100811;2023112804;-11;-1,1;85;
100812;2023112803;-10;-1,0;90;
100813;2023112802;-7;-0,7;89;
100814;2023112801;-7;-0,7;89;
100815;2023112800;-5;-0,5;87;
100816;2023112723;-3;-0,3;88;
100817;2023112722;-3;-0,3;87;
100818;2023112721;-2;-0,2;87;
100819;2023112720;-1;-0,1;86;
100820;2023112719;2;0,2;81;
100821;2023112718;9;0,9;74;
100822;2023112717;8;0,8;73;
100823;2023112716;5;0,5;75;
100824;2023112715;11;1,1;75;
100825;2023112714;15;1,5;81;
100826;2023112713;14;1,4;82;
100827;2023112712;20;2,0;82;
100828;2023112711;17;1,7;82;
100829;2023112710;10;1,0;82;
100830;2023112709;6;0,6;84;
100831;2023112708;1;0,1;85;
100832;2023112707;-2;-0,2;86;
100833;2023112706;-5;-0,5;88;
100834;2023112705;-7;-0,7;88;
100835;2023112704;-11;-1,1;88;
100836;2023112703;-6;-0,6;88;
100837;2023112702;-8;-0,8;88;
100838;2023112701;-17;-1,7;90;
100839;2023112700;-23;-2,3;90;
100840;2023112623;-10;-1,0;85;
100841;2023112622;-6;-0,6;84;
100842;2023112621;0;0,0;83;
100843;2023112620;0;0,0;83;
100844;2023112619;-11;-1,1;82;
100845;2023112618;1;0,1;78;
100846;2023112617;-15;-1,5;74;
100847;2023112616;3;0,3;72;
100848;2023112615;4;0,4;69;
100849;2023112614;9;0,9;63;
100850;2023112613;11;1,1;62;
100851;2023112612;6;0,6;62;
100852;2023112611;11;1,1;63;
100853;2023112610;7;0,7;69;
100854;2023112609;-1;-0,1;77;
100855;2023112608;-8;-0,8;84;
100856;2023112607;-2;-0,2;83;
100857;2023112606;-3;-0,3;75;
100858;2023112605;-3;-0,3;73;
100859;2023112604;-3;-0,3;69;
100860;2023112603;-1;-0,1;67;
100861;2023112602;-1;-0,1;67;
100862;2023112601;0;0,0;69;
100863;2023112600;0;0,0;69;
100864;2023112523;7;0,7;73;
100865;2023112522;8;0,8;77;
100866;2023112521;7;0,7;78;
100867;2023112520;3;0,3;78;
100868;2023112519;16;1,6;81;
100869;2023112518;19;1,9;87;
100870;2023112517;15;1,5;87;
100871;2023112516;16;1,6;88;
100872;2023112515;13;1,3;88;
100873;2023112514;17;1,7;91;
100874;2023112513;17;1,7;90;
100875;2023112512;27;2,7;84;
100876;2023112511;27;2,7;81;
100877;2023112510;19;1,9;78;
100878;2023112509;13;1,3;79;
100879;2023112508;7;0,7;84;
100880;2023112507;6;0,6;85;
100881;2023112506;10;1,0;86;
100882;2023112505;13;1,3;88;
100883;2023112504;11;1,1;86;
100884;2023112503;13;1,3;83;
100885;2023112502;10;1,0;85;
100886;2023112501;7;0,7;87;
100887;2023112500;8;0,8;88;
100888;2023112423;10;1,0;90;
100889;2023112422;9;0,9;92;
100890;2023112421;5;0,5;94;
100891;2023112420;30;3,0;84;
100892;2023112419;35;3,5;79;
100893;2023112418;34;3,4;82;
100894;2023112417;41;4,1;74;
100895;2023112416;43;4,3;73;
100896;2023112415;44;4,4;78;
100897;2023112414;46;4,6;76;
100898;2023112413;55;5,5;66;
100899;2023112412;55;5,5;66;
100900;2023112411;49;4,9;70;
100901;2023112410;48;4,8;72;
100902;2023112409;46;4,6;73;
100903;2023112408;45;4,5;74;
100904;2023112407;47;4,7;77;
100905;2023112406;44;4,4;80;
100906;2023112405;48;4,8;88;
100907;2023112404;48;4,8;78;
100908;2023112403;42;4,2;83;
100909;2023112402;67;6,7;80;
100910;2023112401;70;7,0;72;
100911;2023112400;77;7,7;71;
100912;2023112323;77;7,7;72;
100913;2023112322;82;8,2;76;
100914;2023112321;83;8,3;83;
100915;2023112320;94;9,4;91;
100916;2023112319;107;10,7;89;
100917;2023112318;111;11,1;83;
100918;2023112317;113;11,3;81;
100919;2023112316;107;10,7;83;
100920;2023112315;103;10,3;88;
100921;2023112314;104;10,4;84;
100922;2023112313;94;9,4;88;
100923;2023112312;82;8,2;90;
100924;2023112311;77;7,7;89;
100925;2023112310;74;7,4;84;
100926;2023112309;70;7,0;86;
100927;2023112308;63;6,3;87;
100928;2023112307;64;6,4;85;
100929;2023112306;59;5,9;80;
100930;2023112305;49;4,9;74;
100931;2023112304;39;3,9;72;
100932;2023112303;30;3,0;70;
100933;2023112302;25;2,5;70;
100934;2023112301;15;1,5;72;
100935;2023112300;9;0,9;74;
100936;2023112223;3;0,3;77;
100937;2023112222;-2;-0,2;79;
100938;2023112221;-4;-0,4;80;
100939;2023112220;-5;-0,5;80;
100940;2023112219;-2;-0,2;73;
100941;2023112218;4;0,4;67;
100942;2023112217;6;0,6;64;
100943;2023112216;8;0,8;61;
100944;2023112215;11;1,1;59;
100945;2023112214;15;1,5;55;
100946;2023112213;18;1,8;55;
100947;2023112212;22;2,2;53;
100948;2023112211;11;1,1;54;
100949;2023112210;4;0,4;61;
100950;2023112209;-4;-0,4;74;
100951;2023112208;-14;-1,4;79;
100952;2023112207;-30;-3,0;77;
100953;2023112206;-27;-2,7;78;
100954;2023112205;-20;-2,0;79;
100955;2023112204;-21;-2,1;80;
100956;2023112203;-10;-1,0;68;
100957;2023112202;-4;-0,4;78;
100958;2023112201;2;0,2;76;
100959;2023112200;0;0,0;75;
100960;2023112123;-2;-0,2;77;
100961;2023112122;2;0,2;77;
100962;2023112121;5;0,5;77;
100963;2023112120;13;1,3;75;
100964;2023112119;14;1,4;76;
100965;2023112118;19;1,9;77;
100966;2023112117;18;1,8;77;
100967;2023112116;21;2,1;82;
100968;2023112115;23;2,3;85;
100969;2023112114;30;3,0;86;
100970;2023112113;33;3,3;86;
100971;2023112112;38;3,8;86;
100972;2023112111;38;3,8;86;
100973;2023112110;41;4,1;84;
100974;2023112109;44;4,4;82;
100975;2023112108;45;4,5;82;
100976;2023112107;46;4,6;84;
100977;2023112106;48;4,8;85;
100978;2023112105;49;4,9;87;
100979;2023112104;53;5,3;89;
100980;2023112103;54;5,4;92;
100981;2023112102;58;5,8;91;
100982;2023112101;64;6,4;94;
100983;2023112100;83;8,3;95;
100984;2023112023;84;8,4;95;
100985;2023112022;86;8,6;92;
100986;2023112021;87;8,7;91;
100987;2023112020;90;9,0;91;
100988;2023112019;93;9,3;94;
100989;2023112018;99;9,9;92;
100990;2023112017;102;10,2;91;
100991;2023112016;104;10,4;91;
100992;2023112015;108;10,8;89;
100993;2023112014;108;10,8;89;
100994;2023112013;107;10,7;90;
100995;2023112012;107;10,7;88;
100996;2023112011;106;10,6;89;
100997;2023112010;102;10,2;93;
100998;2023112009;100;10,0;93;
100999;2023112008;97;9,7;94;
101000;2023112007;95;9,5;94;
101001;2023112006;93;9,3;96;
101002;2023112005;93;9,3;95;
101003;2023112004;94;9,4;94;
101004;2023112003;93;9,3;94;
101005;2023112002;94;9,4;92;
101006;2023112001;96;9,6;91;
101007;2023112000;99;9,9;91;
101008;2023111923;95;9,5;90;
101009;2023111922;94;9,4;87;
101010;2023111921;99;9,9;88;
101011;2023111920;100;10,0;87;
101012;2023111919;99;9,9;86;
101013;2023111918;106;10,6;83;
101014;2023111917;110;11,0;80;
101015;2023111916;108;10,8;80;
101016;2023111915;115;11,5;78;
101017;2023111914;116;11,6;79;
101018;2023111913;117;11,7;82;
101019;2023111912;120;12,0;81;
101020;2023111911;107;10,7;90;
101021;2023111910;90;9,0;94;
101022;2023111909;63;6,3;97;
101023;2023111908;50;5,0;96;
101024;2023111907;45;4,5;96;
101025;2023111906;42;4,2;96;
101026;2023111905;42;4,2;94;
101027;2023111904;42;4,2;87;
101028;2023111903;47;4,7;81;
101029;2023111902;46;4,6;78;
101030;2023111901;43;4,3;82;
101031;2023111900;40;4,0;84;
101032;2023111823;41;4,1;77;
101033;2023111822;44;4,4;76;
101034;2023111821;43;4,3;78;
101035;2023111820;42;4,2;81;
101036;2023111819;40;4,0;81;
101037;2023111818;41;4,1;81;
101038;2023111817;42;4,2;84;
101039;2023111816;45;4,5;82;
101040;2023111815;45;4,5;81;
101041;2023111814;51;5,1;74;
101042;2023111813;56;5,6;74;
101043;2023111812;49;4,9;79;
101044;2023111811;53;5,3;79;
101045;2023111810;50;5,0;84;
101046;2023111809;46;4,6;86;
101047;2023111808;44;4,4;89;
101048;2023111807;44;4,4;88;
101049;2023111806;44;4,4;88;
101050;2023111805;45;4,5;88;
101051;2023111804;45;4,5;86;
101052;2023111803;48;4,8;86;
101053;2023111802;48;4,8;86;
101054;2023111801;48;4,8;87;
101055;2023111800;49;4,9;87;
101056;2023111723;48;4,8;87;
101057;2023111722;46;4,6;87;
101058;2023111721;46;4,6;87;
101059;2023111720;47;4,7;88;
101060;2023111719;47;4,7;87;
101061;2023111718;47;4,7;86;
101062;2023111717;47;4,7;86;
101063;2023111716;55;5,5;79;
101064;2023111715;55;5,5;77;
101065;2023111714;54;5,4;78;
101066;2023111713;52;5,2;78;
101067;2023111712;48;4,8;79;
101068;2023111711;47;4,7;79;
101069;2023111710;42;4,2;81;
101070;2023111709;40;4,0;81;
101071;2023111708;37;3,7;82;
101072;2023111707;34;3,4;85;
101073;2023111706;33;3,3;85;
101074;2023111705;33;3,3;83;
101075;2023111704;31;3,1;85;
101076;2023111703;33;3,3;79;
101077;2023111702;32;3,2;77;
101078;2023111701;26;2,6;78;
101079;2023111700;23;2,3;78;
101080;2023111623;24;2,4;79;
101081;2023111622;27;2,7;75;
101082;2023111621;33;3,3;73;
101083;2023111620;44;4,4;72;
101084;2023111619;33;3,3;76;
101085;2023111618;59;5,9;74;
101086;2023111617;61;6,1;72;
101087;2023111616;63;6,3;70;
101088;2023111615;65;6,5;69;
101089;2023111614;80;8,0;67;
101090;2023111613;90;9,0;63;
101091;2023111612;90;9,0;67;
101092;2023111611;89;8,9;63;
101093;2023111610;83;8,3;82;
101094;2023111609;79;7,9;85;
101095;2023111608;81;8,1;84;
101096;2023111607;79;7,9;84;
101097;2023111606;77;7,7;87;
101098;2023111605;75;7,5;86;
101099;2023111604;76;7,6;89;
101100;2023111603;74;7,4;89;
101101;2023111602;70;7,0;91;
101102;2023111601;71;7,1;93;
101103;2023111600;66;6,6;96;
101104;2023111523;68;6,8;95;
101105;2023111522;63;6,3;92;
101106;2023111521;59;5,9;89;
101107;2023111520;62;6,2;83;
101108;2023111519;62;6,2;80;
101109;2023111518;61;6,1;76;
101110;2023111517;69;6,9;74;
101111;2023111516;65;6,5;71;
101112;2023111515;82;8,2;71;
101113;2023111514;87;8,7;76;
101114;2023111513;82;8,2;77;
101115;2023111512;79;7,9;80;
101116;2023111511;79;7,9;81;
101117;2023111510;82;8,2;81;
101118;2023111509;77;7,7;83;
101119;2023111508;75;7,5;84;
101120;2023111507;72;7,2;86;
101121;2023111506;75;7,5;83;
101122;2023111505;86;8,6;82;
101123;2023111504;94;9,4;87;
101124;2023111503;96;9,6;90;
101125;2023111502;96;9,6;92;
101126;2023111501;96;9,6;91;
101127;2023111500;97;9,7;91;
101128;2023111423;97;9,7;90;
101129;2023111422;100;10,0;83;
101130;2023111421;103;10,3;79;
101131;2023111420;105;10,5;81;
101132;2023111419;109;10,9;75;
101133;2023111418;114;11,4;76;
101134;2023111417;119;11,9;73;
101135;2023111416;122;12,2;80;
101136;2023111415;129;12,9;74;
101137;2023111414;121;12,1;80;
101138;2023111413;133;13,3;68;
101139;2023111412;134;13,4;66;
101140;2023111411;133;13,3;66;
101141;2023111410;129;12,9;67;
101142;2023111409;120;12,0;71;
101143;2023111408;112;11,2;73;
101144;2023111407;110;11,0;75;
101145;2023111406;111;11,1;76;
101146;2023111405;106;10,6;81;
101147;2023111404;96;9,6;81;
101148;2023111403;89;8,9;85;
101149;2023111402;91;9,1;87;
101150;2023111401;90;9,0;86;
101151;2023111400;87;8,7;88;
101152;2023111323;90;9,0;89;
101153;2023111322;89;8,9;92;
101154;2023111321;83;8,3;95;
101155;2023111320;75;7,5;96;
101156;2023111319;70;7,0;95;
101157;2023111318;71;7,1;90;
101158;2023111317;80;8,0;73;
101159;2023111316;81;8,1;71;
101160;2023111315;84;8,4;68;
101161;2023111314;87;8,7;69;
101162;2023111313;87;8,7;67;
101163;2023111312;86;8,6;62;
101164;2023111311;79;7,9;63;
101165;2023111310;82;8,2;66;
101166;2023111309;58;5,8;76;
101167;2023111308;50;5,0;78;
101168;2023111307;55;5,5;78;
101169;2023111306;55;5,5;78;
101170;2023111305;57;5,7;77;
101171;2023111304;59;5,9;79;
101172;2023111303;61;6,1;78;
101173;2023111302;62;6,2;77;
101174;2023111301;63;6,3;75;
101175;2023111300;63;6,3;75;
101176;2023111223;62;6,2;78;
101177;2023111222;61;6,1;85;
101178;2023111221;58;5,8;86;
101179;2023111220;66;6,6;82;
101180;2023111219;73;7,3;83;
101181;2023111218;75;7,5;76;
101182;2023111217;77;7,7;82;
101183;2023111216;77;7,7;80;
101184;2023111215;79;7,9;78;
101185;2023111214;79;7,9;78;
101186;2023111213;80;8,0;78;
101187;2023111212;78;7,8;85;
101188;2023111211;74;7,4;85;
101189;2023111210;69;6,9;71;
101190;2023111209;68;6,8;83;
101191;2023111208;62;6,2;83;
101192;2023111207;59;5,9;85;
101193;2023111206;59;5,9;86;
101194;2023111205;59;5,9;86;
101195;2023111204;59;5,9;88;
101196;2023111203;59;5,9;87;
101197;2023111202;59;5,9;88;
101198;2023111201;60;6,0;90;
101199;2023111200;61;6,1;88;
101200;2023111123;60;6,0;87;
101201;2023111122;64;6,4;83;
101202;2023111121;65;6,5;83;
101203;2023111120;66;6,6;86;
101204;2023111119;67;6,7;87;
101205;2023111118;69;6,9;88;
101206;2023111117;69;6,9;89;
101207;2023111116;69;6,9;84;
101208;2023111115;77;7,7;80;
101209;2023111114;83;8,3;78;
101210;2023111113;85;8,5;78;
101211;2023111112;81;8,1;75;
101212;2023111111;80;8,0;75;
101213;2023111110;67;6,7;78;
101214;2023111109;59;5,9;78;
101215;2023111108;48;4,8;84;
101216;2023111107;40;4,0;87;
101217;2023111106;43;4,3;86;
101218;2023111105;44;4,4;85;
101219;2023111104;35;3,5;88;
101220;2023111103;41;4,1;87;
101221;2023111102;47;4,7;83;
101222;2023111101;59;5,9;83;
101223;2023111100;57;5,7;81;
101224;2023111023;64;6,4;79;
101225;2023111022;74;7,4;80;
101226;2023111021;74;7,4;80;
101227;2023111020;75;7,5;76;
101228;2023111019;86;8,6;75;
101229;2023111018;87;8,7;76;
101230;2023111017;95;9,5;76;
101231;2023111016;98;9,8;73;
101232;2023111015;103;10,3;73;
101233;2023111014;105;10,5;72;
101234;2023111013;105;10,5;75;
101235;2023111012;108;10,8;67;
101236;2023111011;104;10,4;70;
101237;2023111010;104;10,4;69;
101238;2023111009;100;10,0;70;
101239;2023111008;90;9,0;79;
101240;2023111007;85;8,5;80;
101241;2023111006;83;8,3;81;
101242;2023111005;84;8,4;79;
101243;2023111004;81;8,1;81;
101244;2023111003;82;8,2;80;
101245;2023111002;85;8,5;84;
101246;2023111001;83;8,3;84;
101247;2023111000;96;9,6;82;
101248;2023110923;97;9,7;81;
101249;2023110922;98;9,8;80;
101250;2023110921;99;9,9;78;
101251;2023110920;106;10,6;72;
101252;2023110919;106;10,6;72;
101253;2023110918;107;10,7;71;
101254;2023110917;109;10,9;67;
101255;2023110916;111;11,1;65;
101256;2023110915;111;11,1;66;
101257;2023110914;115;11,5;65;
101258;2023110913;120;12,0;59;
101259;2023110912;119;11,9;58;
101260;2023110911;116;11,6;60;
101261;2023110910;109;10,9;62;
101262;2023110909;101;10,1;64;
101263;2023110908;96;9,6;68;
101264;2023110907;93;9,3;70;
101265;2023110906;93;9,3;72;
101266;2023110905;87;8,7;78;
101267;2023110904;71;7,1;81;
101268;2023110903;70;7,0;82;
101269;2023110902;69;6,9;81;
101270;2023110901;62;6,2;79;
101271;2023110900;69;6,9;79;
101272;2023110823;73;7,3;77;
101273;2023110822;76;7,6;80;
101274;2023110821;79;7,9;77;
101275;2023110820;86;8,6;75;
101276;2023110819;92;9,2;76;
101277;2023110818;94;9,4;74;
101278;2023110817;92;9,2;72;
101279;2023110816;100;10,0;71;
101280;2023110815;108;10,8;65;
101281;2023110814;113;11,3;65;
101282;2023110813;114;11,4;69;
101283;2023110812;110;11,0;69;
101284;2023110811;110;11,0;72;
101285;2023110810;100;10,0;76;
101286;2023110809;91;9,1;86;
101287;2023110808;86;8,6;83;
101288;2023110807;81;8,1;86;
101289;2023110806;81;8,1;83;
101290;2023110805;78;7,8;84;
101291;2023110804;75;7,5;84;
101292;2023110803;77;7,7;85;
101293;2023110802;82;8,2;83;
101294;2023110801;83;8,3;82;
101295;2023110800;82;8,2;82;
101296;2023110723;80;8,0;83;
101297;2023110722;83;8,3;86;
101298;2023110721;86;8,6;86;
101299;2023110720;91;9,1;85;
101300;2023110719;92;9,2;84;
101301;2023110718;99;9,9;79;
101302;2023110717;99;9,9;76;
101303;2023110716;107;10,7;70;
101304;2023110715;120;12,0;66;
101305;2023110714;127;12,7;64;
101306;2023110713;127;12,7;63;
101307;2023110712;125;12,5;64;
101308;2023110711;121;12,1;66;
101309;2023110710;115;11,5;68;
101310;2023110709;108;10,8;74;
101311;2023110708;95;9,5;80;
101312;2023110707;80;8,0;84;
101313;2023110706;85;8,5;82;
101314;2023110705;84;8,4;83;
101315;2023110704;86;8,6;83;
101316;2023110703;87;8,7;82;
101317;2023110702;88;8,8;82;
101318;2023110701;94;9,4;77;
101319;2023110700;102;10,2;75;
101320;2023110623;99;9,9;74;
101321;2023110622;96;9,6;72;
101322;2023110621;103;10,3;68;
101323;2023110620;106;10,6;65;
101324;2023110619;112;11,2;65;
101325;2023110618;123;12,3;69;
101326;2023110617;123;12,3;72;
101327;2023110616;125;12,5;60;
101328;2023110615;132;13,2;63;
101329;2023110614;128;12,8;66;
101330;2023110613;128;12,8;63;
101331;2023110612;130;13,0;59;
101332;2023110611;128;12,8;64;
101333;2023110610;120;12,0;70;
101334;2023110609;122;12,2;70;
101335;2023110608;113;11,3;72;
101336;2023110607;106;10,6;73;
101337;2023110606;99;9,9;75;
101338;2023110605;95;9,5;75;
101339;2023110604;105;10,5;71;
101340;2023110603;109;10,9;69;
101341;2023110602;108;10,8;72;
101342;2023110601;111;11,1;73;
101343;2023110600;110;11,0;75;
101344;2023110523;107;10,7;83;
101345;2023110522;105;10,5;86;
101346;2023110521;105;10,5;87;
101347;2023110520;106;10,6;88;
101348;2023110519;110;11,0;90;
101349;2023110518;120;12,0;78;
101350;2023110517;119;11,9;80;
101351;2023110516;117;11,7;78;
101352;2023110515;129;12,9;71;
101353;2023110514;131;13,1;74;
101354;2023110513;125;12,5;78;
101355;2023110512;115;11,5;83;
101356;2023110511;103;10,3;90;
101357;2023110510;98;9,8;87;
101358;2023110509;97;9,7;85;
101359;2023110508;97;9,7;85;
101360;2023110507;91;9,1;89;
101361;2023110506;89;8,9;89;
101362;2023110505;88;8,8;92;
101363;2023110504;83;8,3;93;
101364;2023110503;82;8,2;91;
101365;2023110502;90;9,0;77;
101366;2023110501;90;9,0;79;
101367;2023110500;87;8,7;78;
101368;2023110423;87;8,7;79;
101369;2023110422;86;8,6;82;
101370;2023110421;91;9,1;70;
101371;2023110420;90;9,0;69;
101372;2023110419;92;9,2;69;
101373;2023110418;89;8,9;69;
101374;2023110417;88;8,8;73;
101375;2023110416;94;9,4;66;
101376;2023110415;105;10,5;60;
101377;2023110414;115;11,5;59;
101378;2023110413;110;11,0;57;
101379;2023110412;110;11,0;58;
101380;2023110411;104;10,4;62;
101381;2023110410;101;10,1;64;
101382;2023110409;88;8,8;75;
101383;2023110408;73;7,3;80;
101384;2023110407;63;6,3;82;
101385;2023110406;62;6,2;79;
101386;2023110405;66;6,6;79;
101387;2023110404;73;7,3;79;
101388;2023110403;76;7,6;78;
101389;2023110402;82;8,2;75;
101390;2023110401;90;9,0;73;
101391;2023110400;96;9,6;73;
101392;2023110323;100;10,0;73;
101393;2023110322;98;9,8;78;
101394;2023110321;95;9,5;79;
101395;2023110320;99;9,9;77;
101396;2023110319;101;10,1;78;
101397;2023110318;99;9,9;75;
101398;2023110317;98;9,8;75;
101399;2023110316;102;10,2;70;
101400;2023110315;108;10,8;66;
101401;2023110314;112;11,2;69;
101402;2023110313;107;10,7;68;
101403;2023110312;105;10,5;71;
101404;2023110311;103;10,3;71;
101405;2023110310;100;10,0;73;
101406;2023110309;93;9,3;76;
101407;2023110308;93;9,3;78;
101408;2023110307;89;8,9;82;
101409;2023110306;92;9,2;85;
101410;2023110305;93;9,3;90;
101411;2023110304;91;9,1;92;
101412;2023110303;94;9,4;93;
101413;2023110302;99;9,9;93;
101414;2023110301;101;10,1;93;
101415;2023110300;104;10,4;93;
101416;2023110223;104;10,4;93;
101417;2023110222;105;10,5;94;
101418;2023110221;106;10,6;95;
101419;2023110220;106;10,6;94;
101420;2023110219;109;10,9;90;
101421;2023110218;113;11,3;87;
101422;2023110217;124;12,4;76;
101423;2023110216;132;13,2;68;
101424;2023110215;138;13,8;67;
101425;2023110214;139;13,9;67;
101426;2023110213;137;13,7;65;
101427;2023110212;135;13,5;65;
101428;2023110211;131;13,1;67;
101429;2023110210;124;12,4;72;
101430;2023110209;111;11,1;76;
101431;2023110208;101;10,1;80;
101432;2023110207;96;9,6;83;
101433;2023110206;90;9,0;84;
101434;2023110205;94;9,4;83;
101435;2023110204;101;10,1;84;
101436;2023110203;104;10,4;82;
101437;2023110202;104;10,4;82;
101438;2023110201;108;10,8;79;
101439;2023110200;113;11,3;83;
101440;2023110123;112;11,2;83;
101441;2023110122;113;11,3;84;
101442;2023110121;112;11,2;84;
101443;2023110120;120;12,0;82;
101444;2023110119;125;12,5;80;
101445;2023110118;125;12,5;82;
101446;2023110117;130;13,0;79;
101447;2023110116;137;13,7;78;
101448;2023110115;140;14,0;76;
101449;2023110114;143;14,3;75;
101450;2023110113;143;14,3;70;
101451;2023110112;142;14,2;72;
101452;2023110111;138;13,8;74;
101453;2023110110;119;11,9;71;
101454;2023110109;100;10,0;78;
101455;2023110108;82;8,2;77;
101456;2023110107;77;7,7;77;
101457;2023110106;75;7,5;75;
101458;2023110105;73;7,3;70;
101459;2023110104;70;7,0;74;
101460;2023110103;68;6,8;71;
101461;2023110102;74;7,4;65;
101462;2023110101;73;7,3;63;
101463;2023110100;71;7,1;63;
101464;2023103123;74;7,4;65;
101465;2023103122;75;7,5;66;
101466;2023103121;85;8,5;64;
101467;2023103120;99;9,9;72;
101468;2023103119;112;11,2;80;
101469;2023103118;105;10,5;87;
101470;2023103117;105;10,5;90;
101471;2023103116;105;10,5;88;
101472;2023103115;111;11,1;88;
101473;2023103114;125;12,5;71;
101474;2023103113;129;12,9;66;
